source1_entity_id	matched_entity_ids
S1-530745735	S2-953144555,S2-226739566,S2-497628807,S2-294230220,S2-267724380,S3-867606804,S3-320123562
S1-777527675	S2-968260239,S2-645506556,S2-84905087,S3-909227287
S1-474218242	S2-899940680,S3-133762216,S3-550254437,S3-956406763
S1-443523751	S2-322652141,S2-362875802,S3-68091475
S1-934591912	S2-815157219
S1-228258817	S2-765318695,S2-922155003
S1-301034511	S2-883872849,S2-201904363,S3-502751107,S3-563378709
S1-832510677	S2-52698147,S3-1753628,S3-888549398
S1-940400710	S2-254655685,S3-928474436
S1-911125938	S2-858132442,S2-597231572,S3-829299177
S1-628147827	S2-143123232,S3-135817745,S3-71990665
S1-903810934	S2-92981733,S2-792297882,S3-304996875,S3-852932659
S1-136815599	S2-16981350,S3-62367946
S1-462745642	S2-400753781,S3-963437602,S3-891350134,S3-526547366
S1-646593915	S2-791923863,S2-469969282,S2-800996489,S3-560337030,S3-727549253
S1-104563377	S2-922118662,S2-68895769,S2-555366633,S3-198626202,S3-625661210
S1-457139866	S2-818120103,S2-815062890,S2-759905717
S1-210184784	S2-886112526,S2-986296875,S2-641563491,S3-653218097
S1-984702092	S2-8980030,S2-767994882,S2-96380165
S1-661390450	S2-415968678,S3-561832243,S3-239382118,S3-400821432
S1-142675027	S2-681154177,S2-435986753,S3-211525612,S3-832316629,S3-898985408
S1-39457179	S2-76549885,S3-66854894,S3-671353640
S1-360432268	S2-75111597,S2-496539730,S3-306514850,S3-431009047,S3-201035689
S1-206479303	S2-494058485,S2-809389228,S2-706127527,S3-874021854,S3-243401299,S3-610207860
S1-724629239	S2-992822391,S2-449200613,S3-521494107
S1-366289125	S2-542735091,S3-860727544,S3-45684235,S3-252081808
S1-43719843	S3-265740647
S1-615228784	S2-292330444,S3-351380572
S1-239678367	S2-346172643,S2-492387562,S3-120565527
S1-707265864	S2-793387754,S2-96185126
S1-111904740	S2-496908633,S3-863056433,S3-688209842
S1-290776815	S2-848549583,S3-969811933,S3-178632861
S1-84398314	S2-933010351,S3-564772562
S1-228487234	S2-514112501,S3-353505249,S3-304978665
S1-34289242	S2-189623120,S3-762474814
S1-353304745	S2-368205766,S2-446784296,S2-186464168,S3-596985700,S3-387026046,S3-723197662
S1-59090211	S2-761674240,S2-491638060,S2-261000453,S3-910279724,S3-315326126,S3-869766598
S1-77998223	S3-302612044,S3-242899845
S1-771822146	S2-58222492,S2-556639373,S2-882922533,S3-116228261,S3-511014292
S1-638032828	S2-419117992
S1-236241107	S2-993845394,S3-114335959
S1-587134703	S2-464144076,S2-539777864,S3-535230666,S3-429617447
S1-761338125	S2-214457,S3-742274740,S3-143832185,S3-325940811,S3-603563812
S1-756262362	S2-904860392,S3-441210740
S1-668853242	S2-277442162,S2-852287053,S3-414676726
S1-195465904	S2-983872543,S2-499412629,S3-102305491
S1-153643245	S2-474338323,S3-641636866,S3-808706439
S1-517882840	S2-910984788,S3-241679894,S3-376199911,S3-729270953,S3-77084788,S3-210117950
S1-993354558	S2-692255518,S3-116683921
S1-426302172	S2-431436252,S3-502846006,S3-544394634,S3-322745815,S3-726444173
S1-490885913	S2-90911163,S3-679936086,S3-301488090
S1-223424468	S3-863750025,S3-352112360
S1-566757410	S2-113246948,S3-203688001,S3-392711845
S1-466807866	S2-441654799,S3-896271961,S3-235555059,S3-443380000,S3-354940625,S3-700438418
S1-665271917	S2-522041848,S3-860685356,S3-954341836,S3-668781175
S1-229532226	S2-69302023,S3-873454384,S3-46156884
S1-23007901	S2-903370428,S3-645525476,S3-264957824
S1-676915834	S2-352815905,S3-482015598
S1-686363497	S2-356151852,S2-68096063,S2-720103438,S3-636983524,S3-251195251,S3-478502946
S1-71113137	S2-380910627,S2-716414734,S2-17791382,S2-270545194,S3-36381029,S3-689530502,S3-276135225
S1-80676816	S2-924334209,S3-866675231
S1-668337052	S2-829276791,S3-308550033,S3-852088274
S1-450670157	S2-742157742,S3-985350718
S1-794988193	S2-159163540,S2-768192514,S2-363458611,S3-421365317
S1-445022660	S2-221261772,S3-389614863,S3-165225224,S3-289357431
S1-996955099	S2-357667632,S3-146988726,S3-512909927,S3-162160497
S1-78862532	S2-948393114,S2-285408575,S3-319675658,S3-227741377
S1-13260637	S2-403357763,S3-371915520
S1-660456060	S2-752959615,S2-560663387,S2-873565534,S3-483402295,S3-457449145
S1-242916752	S2-179681069,S2-253941311,S3-550313395
S1-646912969	S2-403143999,S2-828560713,S2-385699484
S1-893051757	S2-65995029,S3-353610826
S1-942160416	S2-155053697,S3-425919758
S1-473559360	S2-58953720,S2-786742071,S2-578039260,S2-908068286,S2-545043036,S3-117202076,S3-851565434,S3-278460273
S1-22043573	S2-437657663,S3-205866150,S3-242739203
S1-467075248	S2-30222483,S2-405833229,S2-667029175,S3-432511374,S3-214283152
S1-732615079	S2-998375670,S2-973404452,S2-191938171
S1-985361513	S2-599889167,S2-137729815,S2-308592473,S3-320416707,S3-91715363
S1-93639102	S2-93236931,S2-128066698,S2-759824380,S3-360939853,S3-211420981,S3-970432151,S3-35358348
S1-166944285	S2-665841293,S3-82508817,S3-329179592
S1-614321203	S2-236716492,S2-442627035,S3-289296110,S3-8273884
S1-968162385	S2-560530395,S2-78028863,S3-989804200
S1-769798370	S2-681257627,S2-143319257,S3-893080440,S3-271893020
S1-881168303	S2-302773646,S2-549063291,S3-246970342,S3-202341754,S3-881262651
S1-833267150	S2-294657214,S2-726624592,S2-83773608,S3-457263150,S3-434349181,S3-750435471,S3-537623098
S1-177231264	S2-82098719,S2-245488643,S2-662165622,S3-374454270,S3-615575163
S1-811090379	S2-995203204,S3-761412245
S1-341420748	S2-928628540,S2-667224575,S3-216349966
S1-608935550	S2-154913370,S2-821965339,S3-62506091,S3-148221435
S1-488485030	S2-137623916,S2-340966299,S3-458032524
S1-219279789	S2-899278563,S2-248556129,S3-714074185
S1-833296973	S2-761854455,S2-210296535,S2-396499650,S3-762175268,S3-348731555
S1-438575260	S2-300850363,S2-813865575,S3-964111969
S1-686725602	S2-443910448,S2-740809822,S3-808470869
S1-610108125	S2-976162864,S2-534120431,S2-260008382,S3-33491880
S1-182741988	S2-929018230,S3-97967102
S1-242742457	S3-59012359,S3-390265657
S1-102966551	S2-487321451,S3-661673850
S1-455917776	S2-686688007,S2-234643630,S3-450805897
S1-537684138	S2-793698695,S2-190963562,S2-215278744,S2-594632862,S3-101616252,S3-923814652,S3-194595158,S3-435758399
S1-671898075	S2-262929489,S2-22199582,S3-1023083,S3-352496670
S1-315893996	S2-782105995,S3-302370078,S3-639123970,S3-124828463,S3-589318215
S1-895505337	S2-145674797,S3-903356077
S1-548294012	S2-199041559,S2-404602803,S2-879138344
S1-788199066	S2-843953469,S2-864859322,S3-549888013,S3-531102613,S3-195525493
S1-606348427	S2-930683465,S2-871537495,S2-639006793,S2-21279686,S3-264047661,S3-4125230
S1-816844407	S2-476388130
S1-36433671	S2-517711964,S2-237665978,S3-346868566,S3-969320203
S1-621593329	S2-281284343,S2-851565175,S3-418694810,S3-387877131,S3-951193395
S1-5539917	S2-34354030,S3-515300608,S3-36252833,S3-163942126
S1-109033245	S2-929177211,S2-128206969,S3-231024257
S1-282834186	S2-945432163
S1-20516527	S2-781982485,S3-706552925,S3-850608588,S3-275764959
S1-331452988	S2-482898791,S3-268351055
S1-786775439	S3-149195399
S1-847031300	S2-716125625,S2-762174042,S3-838546346,S3-679755484,S3-58560131
S1-383138553	S2-480961684,S3-333212667
S1-589567362	S2-348921348,S2-250470498,S3-338840348,S3-705484177
S1-938784944	S2-785380536,S2-707484034,S2-266228232,S2-342684193,S3-64928251
S1-236867252	S2-764788795,S3-619176962
S1-815513171	S2-654338728,S3-28687748,S3-395671584
S1-660038606	S2-667868585,S2-380515765,S3-755699323,S3-893272254
S1-397012839	S2-912534034,S2-798322301,S3-841324138,S3-978629745
S1-798867382	S2-814891358,S2-540153456,S3-374973858,S3-153917288,S3-384594171
S1-475000407	S3-423579335
S1-626971518	S3-273295438
S1-458940609	S2-286104507,S3-125950005,S3-207677145
S1-8525827	S2-773910477,S3-13079813,S3-874789032,S3-709243972
S1-429271087	S2-966143411,S2-324453799,S3-855293015,S3-141803758,S3-404167911,S3-298817947
S1-962935782	S2-796610292,S2-274470740,S2-562479791,S2-380173072,S2-620647555,S3-419672864,S3-46542178
S1-279420771	S2-100759147,S3-675944636,S3-999928849,S3-314496167
S1-479053141	S2-914938495,S2-1358949,S2-563099768
S1-368800238	S3-104811719
S1-634961826	S2-200963243,S3-492097041
S1-144150687	S2-404217891,S3-794332507,S3-750934948
S1-869445737	S2-928843551,S3-62172630,S3-736549151
S1-544584333	S2-769118236,S3-196723617,S3-984763052
S1-160994444	S2-212262632,S2-65395170,S3-739805682
S1-589495620	S2-416983287,S2-527669389,S2-517363027,S2-659742225,S3-829855370,S3-70815910
S1-420593437	S2-103247795,S2-816707121,S3-432067663,S3-59409614
S1-765490751	S2-557571239,S3-54050948
S1-122016318	S2-315456812,S2-732217372,S3-578511039,S3-162272166,S3-761494916,S3-830722181
S1-969902718	S2-510600575,S2-880282626,S3-868933959,S3-222872281,S3-875518589
S1-538256077	S3-31850859,S3-336321691,S3-529341437,S3-841020990
S1-624454018	S2-800883240,S2-780025538,S2-908301837,S3-528823595,S3-221164642
S1-194034086	S2-563862935,S2-550152514,S2-347585236,S2-643063069,S3-860639872
S1-942843340	S2-295352430,S2-656974158,S2-627493753,S3-692432437,S3-663588799
S1-901026730	S2-968743170,S2-694269525,S3-950624451,S3-210709105
S1-230549958	S2-259147701,S2-531751331,S3-904286941,S3-465395826,S3-855327933
S1-290377575	S2-286589296,S2-901517519,S3-957288613,S3-596760546,S3-768997033,S3-406790766
S1-498334083	S3-301658769,S3-416138361
S1-813330769	S2-271021609,S3-999448165,S3-745213977,S3-14951056
S1-157261708	S2-90115750,S2-3447832,S3-741606262,S3-350959579
S1-215805734	S2-32294604,S2-41813175,S3-786268320,S3-274797199
S1-316454513	S2-645398529,S3-844130478,S3-369363608,S3-335189051
S1-226334283	S2-708662392,S3-210490011,S3-599970191
S1-681186619	S2-655157243,S3-532447812,S3-34237704,S3-255949144
